Name,Label,Length,EffectiveLength,6_Acute_KO_3,5_Acute_KO_2,9_Chronic_Control_3,3_Acute_Control_3,2_Acute_Control_2,10_Chronic_KO_1,4_Acute_KO_1,1_Acute_Control_1,7_Chronic_Control_1,11_Chronic_KO_2,12_Chronic_KO_3,8_Chronic_Control_2
ENSMUSG00000045678,Or5b124,NA,NA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096769,Gm21117,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000039206,Daglb,NA,NA,75.0,105.0,48.0,50.0,49.0,65.0,71.0,63.0,102.0,89.0,1574.781,25.0
ENSMUSG00000028938,Galntl5,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029381,Shroom3,NA,NA,27.0,23.0,11.0,9.0,5.0,22.0,69.0,7.0,153.0,18.0,12.0,63.0
ENSMUSG00000040875,Osbpl10,NA,NA,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
ENSMUSG00000078776,Fcgbpl1,NA,NA,16.0,9.0,6.0,3.737,6.0,0.0,0.0,4.0,2.0,3.281,0.0,0.0
ENSMUSG00000062621,Or8b47,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000019935,Slc17a8,NA,NA,135.0,156.0,64.0,35.0,73.0,7.0,11.0,52.0,12.0,12.0,4.0,6.0
ENSMUSG00000061022,Vmn1r222,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000078537,B020031M17Rik,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000040820,Hlcs,NA,NA,52.0,64.0,32.0,43.0,62.0,61.0,43.0,45.0,61.999,55.0,59.0,26.0
ENSMUSG00000023274,Cd4,NA,NA,0.0,6.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,5.0,0.0
ENSMUSG00000093930,Hmgcs1,NA,NA,14371.0,14914.0,13251.0,8791.0,11821.0,21279.0,17241.0,11972.0,19633.0,17216.0,13459.0,9238.0
ENSMUSG00000049411,Tmem241,NA,NA,29.0,38.0,35.0,44.0,64.0,33.0,40.0,51.0,32.0,29.0,12.0,29.0
ENSMUSG00000039660,Spout1,NA,NA,181.0,154.0,96.0,153.0,224.0,285.0,268.0,192.995,264.0,232.0,147.0,180.0
ENSMUSG00000031657,Heatr3,NA,NA,140.0,197.0,46.0,143.0,204.0,142.0,131.0,209.0,127.0,121.0,66.0,57.0
ENSMUSG00000102418,Sh2d1b1,NA,NA,158.345,274.233,116.203,189.204,248.065,15.914,1.528,245.242,11.42,14.0,21.025,4.0
ENSMUSG00000026514,Cnih3,NA,NA,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSMUSG00000006218,Fam131c,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSMUSG00000055360,Prl2c5,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100079,Ifnab,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSMUSG00000052566,Hook2,NA,NA,73.0,54.0,56.0,48.0,50.0,153.0,116.0,61.0,144.0,135.0,74.001,74.0
ENSMUSG00000022091,Sorbs3,NA,NA,4.0,12.0,6.0,4.0,7.0,13.0,6.0,6.0,18.175,9.0,3.0,6.0
ENSMUSG00000048799,Cep120,NA,NA,94.0,140.0,71.0,117.0,91.0,159.0,184.0,87.0,151.0,145.0,77.0,67.0
ENSMUSG00000022595,Lypd2,NA,NA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000056854,Pou3f4,NA,NA,0.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000078676,Casc3,NA,NA,272.0,272.0,237.0,388.0,403.0,342.0,324.0,417.0,416.222,341.0,217.0,224.0
ENSMUSG00000049350,Zg16,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSMUSG00000012483,Rpa3,NA,NA,223.0,300.0,147.0,257.0,433.0,287.0,380.0,290.0,230.0,168.0,155.0,205.0
ENSMUSG00000062743,Zfp677,NA,NA,2.053,5.062,3.0,9.111,14.59,3.0,7.209,15.307,12.0,1.013,2.0,0.0
ENSMUSG00000025963,Mdh1b,NA,NA,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,41.0,0.0
ENSMUSG00000041075,Fzd7,NA,NA,12.0,16.595,64.499,46.0,18.0,56.0,53.97,13.327,185.941,90.972,62.771,69.969
ENSMUSG00000009905,Kdsr,NA,NA,132.0,96.0,137.0,138.0,191.0,231.0,183.0,188.0,233.0,183.0,117.0,100.0
ENSMUSG00000026686,Lmx1a,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000022752,Tomm70a,NA,NA,83.0,124.0,76.0,127.0,180.0,144.0,214.0,153.0,156.0,120.0,91.0,57.0
ENSMUSG00000020541,Tom1l1,NA,NA,5.0,31.0,1.0,1.0,10.0,6.0,9.0,1.0,7.0,2.0,0.0,3.0
ENSMUSG00000057513,Vmn1r177,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025202,Scd3,NA,NA,68.965,46.064,50.138,29.521,30.709,134.73,121.259,24.873,453.02,111.405,102.496,29.418
ENSMUSG00000112039,Brcc3dc,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSMUSG00000094125,Cwc22rt1,NA,NA,1.38,1.584,1.672,0.0,0.0,0.0,3.243,1.585,0.629,1.315,18.586,1.658
ENSMUSG00000053852,Adgrg4,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025272,Tro,NA,NA,1.0,19.131,2.023,0.0,1.003,1.0,7.165,2.011,5.005,4.0,5.0,1.002
ENSMUSG00000021747,Cfap20dc,NA,NA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000076552,Igkv4-61,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000031862,Atp13a1,NA,NA,385.0,359.0,316.0,580.0,513.0,807.0,680.0,536.0,898.0,663.0,556.0,446.0
ENSMUSG00000033998,Kcnk1,NA,NA,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSMUSG00000050447,Lypd6,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021193,Pitrm1,NA,NA,416.0,455.0,237.0,706.0,614.088,712.0,633.999,609.0,911.0,442.0,321.999,317.0
ENSMUSG00000063905,Zfp1000,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000042207,Kdm5b,NA,NA,1393.219,1476.661,2079.034,3368.104,1946.351,1590.828,2047.0,1688.0,3387.176,1538.006,1127.001,1072.999
ENSMUSG00000020262,Adarb1,NA,NA,5.0,16.0,5.0,2.0,1.0,13.0,2.0,1.0,14.0,17.0,15.0,8.0
ENSMUSG00000020458,Rtn4,NA,NA,295.0,302.0,278.708,463.992,627.627,348.314,397.997,529.0,475.017,360.297,240.0,255.0
ENSMUSG00000037072,Selenof,NA,NA,458.0,464.0,231.0,436.0,606.0,538.0,620.0,462.0,631.0,414.0,316.0,303.0
ENSMUSG00000114470,Gm49395,NA,NA,0.0,0.0,0.0,0.0,10.885,0.0,10.735,4.441,2.189,0.0,0.0,0.0
ENSMUSG00000056952,Tatdn2,NA,NA,29.0,26.0,7.0,31.0,27.0,23.0,15.0,23.982,17.904,18.0,15.0,4.0
ENSMUSG00000030417,Pdcd5,NA,NA,85.0,106.0,69.0,90.0,75.0,98.0,127.0,69.0,192.0,118.0,65.0,61.0
ENSMUSG00000015468,Notch4,NA,NA,0.0,10.232,0.0,0.0,0.0,0.0,1.0,1.0,10.0,2.0,0.0,0.0
ENSMUSG00000041926,Rnpep,NA,NA,615.0,522.0,374.0,642.0,673.0,682.618,665.0,563.0,889.598,524.0,371.0,401.0
ENSMUSG00000054580,Pla2r1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
ENSMUSG00000094347,Or6c208,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000024228,Nudt12,NA,NA,6.0,17.0,9.0,8.0,11.0,8.0,11.0,3.0,11.0,4.0,3.0,5.0
ENSMUSG00000095218,Or10ak14,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000073917,Or52n3,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060261,Gtf2i,NA,NA,403.543,595.933,393.596,729.158,589.826,487.0,493.829,564.247,433.0,373.563,274.866,231.11
ENSMUSG00000060240,Cend1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000076840,Trav14-1,NA,NA,9.201,12.195,13.702,18.702,20.913,25.511,24.051,26.823,9.31,20.457,7.052,3.179
ENSMUSG00000062892,Or5b98,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSMUSG00000043557,Mdga1,NA,NA,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0
ENSMUSG00000050463,Krt78,NA,NA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.003,0.0,0.0,0.0
ENSMUSG00000090715,Vmn1r167,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000070605,Zfp992,NA,NA,0.0,5.76,0.0,5.004,20.143,0.0,2.62,0.0,3.999,0.0,7.354,0.0
ENSMUSG00000001120,Pcbp3,NA,NA,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ENSMUSG00000033318,Gstt2,NA,NA,361.0,330.0,242.0,160.0,244.0,340.0,275.0,199.0,301.0,287.0,187.0,170.0
ENSMUSG00000043290,Zfp784,NA,NA,7.0,4.0,4.0,8.0,21.0,11.0,8.0,15.0,5.0,11.0,4.0,6.303
ENSMUSG00000040987,Mill2,NA,NA,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
ENSMUSG00000040562,Gstm2,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,1.067,0.0,0.0,6.75
ENSMUSG00000066235,Pomgnt2,NA,NA,1.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0
ENSMUSG00000041616,Nppa,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000092518,Garin5b,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000107504,Gm35549,NA,NA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSMUSG00000020775,Mrpl38,NA,NA,148.0,139.0,98.0,115.0,158.0,195.0,162.0,128.0,189.0,127.0,94.858,116.0
ENSMUSG00000038276,Asic3,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094787,Ighv1-54,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096478,Trav9d-1,NA,NA,13.218,0.0,0.0,0.0,11.458,12.328,0.0,4.122,0.0,17.205,5.698,0.0
ENSMUSG00000095640,Or5an1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000020444,Guk1,NA,NA,69.0,59.0,27.0,44.0,35.0,68.0,72.0,44.0,82.0,61.0,30.0,40.0
ENSMUSG00000062162,Mageb1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSMUSG00000078622,Ccdc47,NA,NA,679.0,718.999,432.0,555.0,846.0,689.0,871.0,832.999,944.0,588.0,385.0,376.0
ENSMUSG00000006007,Pdc,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000056305,Usp39,NA,NA,611.0,620.0,384.0,517.0,674.0,928.0,831.0,657.836,1016.0,699.0,454.0,427.0
ENSMUSG00000025758,Plk4,NA,NA,21.0,27.0,13.0,30.0,21.0,36.0,26.0,25.0,19.0,18.0,15.0,7.0
ENSMUSG00000043336,Filip1l,NA,NA,218.0,246.0,125.0,229.0,265.0,126.0,142.0,275.0,172.0,137.0,64.0,66.0
ENSMUSG00000045259,Klhdc9,NA,NA,1.0,4.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,8.0,5.0
ENSMUSG00000031197,Vbp1,NA,NA,247.0,328.0,181.0,243.0,364.0,288.0,505.999,338.0,402.0,200.0,178.0,205.0
ENSMUSG00000096515,Igkv14-100,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
ENSMUSG00000030887,Pdzd9,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000042510,AA986860,NA,NA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
ENSMUSG00000096615,Trav11,NA,NA,12.0,4.0,6.0,5.0,25.0,20.0,5.0,20.0,6.0,7.0,17.0,7.0
ENSMUSG00000060862,Zbtb40,NA,NA,82.0,46.0,50.0,133.0,97.0,50.0,55.0,96.0,40.0,53.0,39.0,34.0
ENSMUSG00000040021,Lats1,NA,NA,42.0,61.0,26.0,36.0,44.0,58.0,71.0,34.0,47.0,53.0,21.0,16.0
ENSMUSG00000102697,Pcdhac2,NA,NA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSMUSG00000078235,Fam43b,NA,NA,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
ENSMUSG00000075232,Amd1,NA,NA,7.0,35.015,4.0,6.337,10.0,22.0,18.0,6.807,13.0,15.0,8.0,6.0
ENSMUSG00000061578,Ksr2,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ENSMUSG00000042750,Bex2,NA,NA,0.0,60.736,0.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
ENSMUSG00000049604,Hoxb13,NA,NA,3.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,4.0,0.0
ENSMUSG00000037225,Fgf2,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000103243,Lce1d,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029831,Npvf,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000037949,Ano10,NA,NA,73.0,104.0,123.0,63.0,98.0,90.0,149.0,76.0,138.0,74.0,70.0,46.0
ENSMUSG00000038615,Nfe2l1,NA,NA,570.0,580.0,455.0,407.001,699.0,620.0,832.946,617.0,590.0,648.001,467.0,343.0
ENSMUSG00000038560,Sp6,NA,NA,5.0,1.0,0.0,6.0,20.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
ENSMUSG00000091012,Vmn1r34,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094607,Trav12d-3,NA,NA,85.143,104.12,83.103,44.659,117.042,156.017,103.149,103.985,92.725,124.007,102.459,70.614
ENSMUSG00000029060,Mib2,NA,NA,112.0,84.0,57.0,174.0,121.0,148.0,136.0,145.0,102.0,157.0,89.0,72.0
ENSMUSG00000020114,Cand1,NA,NA,701.0,887.0,596.0,1409.0,1264.0,854.0,1079.0,1264.0,788.0,606.0,533.0,392.0
ENSMUSG00000008604,Ubqln4,NA,NA,64.239,92.0,33.072,58.888,56.0,150.358,101.0,33.002,70.0,103.904,76.301,42.0
ENSMUSG00000040525,Cblc,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000072974,Gm4787,NA,NA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001656,Hoxc11,NA,NA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000028643,Svbp,NA,NA,4.0,12.0,5.0,20.0,17.0,10.0,21.0,13.0,7.0,11.0,16.0,5.0
ENSMUSG00000042367,Gjb3,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000053654,Krt42,NA,NA,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000091924,Vmn1r185,NA,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000042742,Bmt2,NA,NA,5.0,18.0,7.0,6.0,13.0,16.0,23.0,10.0,42.0,15.0,12.0,12.0
ENSMUSG00000030660,Pik3c2a,NA,NA,34.0,56.0,55.0,59.0,54.0,71.0,147.0,68.0,83.0,64.0,30.0,57.0
ENSMUSG00000045639,Zfp629,NA,NA,30.0,23.0,27.719,47.0,48.26,63.0,60.0,54.0,75.774,53.259,22.0,54.0
ENSMUSG00000027200,Sema6d,NA,NA,382.999,377.0,301.0,449.0,432.0,60.0,27.0,361.0,49.0,43.0,41.0,22.0
ENSMUSG00000118409,Btbd35f5,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000047545,Or52ae9,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000039533,Mmd2,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000076632,Gm16968,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000044442,N6amt1,NA,NA,95.0,94.0,56.0,45.0,113.0,72.0,77.999,112.0,47.0,65.0,35.56,66.0
ENSMUSG00000028972,Car6,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000058925,Ccdc192,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
ENSMUSG00000028514,Usp24,NA,NA,336.0,370.0,230.0,381.0,327.0,726.0,631.0,378.0,477.0,469.0,362.0,298.0
ENSMUSG00000038886,Man2a2,NA,NA,136.0,125.0,221.0,185.0,175.631,264.0,288.0,165.0,515.0,241.0,198.858,218.0
ENSMUSG00000000739,Sult5a1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000023885,Thbs2,NA,NA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0
ENSMUSG00000025040,Fundc1,NA,NA,89.0,152.0,106.0,130.0,181.0,95.0,154.0,164.0,124.0,73.0,62.0,58.0
ENSMUSG00000091174,Pate10,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000090165,Ugt1a10,NA,NA,1.439,0.0,0.0,0.0,3.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000038880,Mrps34,NA,NA,690.0,504.0,366.0,402.0,703.0,845.0,592.0,575.0,762.0,538.0,343.0,516.0
ENSMUSG00000089774,Slc5a3,NA,NA,43.0,60.0,19.0,61.0,70.0,44.0,23.0,78.0,25.0,36.0,19.0,12.0
ENSMUSG00000038457,Tmem255b,NA,NA,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000028613,Lrp8,NA,NA,30.0,16.0,18.0,25.0,23.999,104.001,49.0,25.0,53.0,73.999,51.0,31.014
ENSMUSG00000058807,Or2t49,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000028683,Eif2b3,NA,NA,354.0,439.0,188.0,218.0,408.0,327.0,354.0,374.0,364.0,181.0,115.0,160.0
ENSMUSG00000029028,Lrrc47,NA,NA,202.0,208.0,142.0,183.0,212.0,357.0,256.0,198.0,278.0,271.999,227.0,140.0
ENSMUSG00000112187,Gm6993,NA,NA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000076652,Ighv7-3,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000052565,H1f3,NA,NA,5138.682,4566.647,4180.817,8748.413,15615.688,10273.701,9516.401,11678.727,5821.788,9050.943,5756.589,8165.11
ENSMUSG00000014837,Matcap1,NA,NA,5.0,9.0,8.0,13.0,8.0,22.0,7.0,12.0,16.0,7.0,114.0,7.0
ENSMUSG00000025747,Tyms,NA,NA,218.0,251.0,57.0,201.0,336.0,236.0,352.0,297.0,224.0,181.0,128.099,145.0
ENSMUSG00000075217,Fads2b,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSMUSG00000006024,Napa,NA,NA,346.962,425.0,297.0,488.0,471.995,348.0,404.176,399.983,487.932,275.995,245.987,255.0
ENSMUSG00000040272,Accs,NA,NA,46.0,58.0,62.0,82.0,84.0,96.0,61.0,68.0,62.0,43.0,49.0,54.0
ENSMUSG00000030730,Atp2a1,NA,NA,1.006,5.042,3.037,1.006,0.0,2.041,0.0,1.006,5.718,2.0,0.0,2.012
ENSMUSG00000029437,Il31,NA,NA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
ENSMUSG00000034252,Senp6,NA,NA,74.0,98.0,52.999,62.0,78.0,106.0,169.0,75.0,67.274,89.0,51.0,47.0
ENSMUSG00000025243,Slc6a20b,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000047712,Ust,NA,NA,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
ENSMUSG00000044468,Tent5c,NA,NA,19.0,13.0,22.0,16.0,23.0,5.0,3.0,12.0,7.0,12.0,2.0,4.0
ENSMUSG00000028690,Mmachc,NA,NA,194.0,235.0,126.0,168.0,201.0,137.0,144.0,162.0,119.0,63.0,47.0,76.0
ENSMUSG00000051499,Zfp786,NA,NA,2.0,2.0,3.0,2.0,3.0,2.0,8.0,6.0,2.0,1.0,1.0,0.0
ENSMUSG00000020284,Cfap410,NA,NA,2.0,11.0,1.0,1.0,3.0,5.0,0.0,1.0,0.0,2.0,4.0,3.0
ENSMUSG00000050478,Or6c214,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000095463,Entpd4,NA,NA,41.0,59.0,63.0,38.0,70.0,84.0,70.0,64.0,94.0,120.0,75.0,45.0
ENSMUSG00000047728,Ly6g2,NA,NA,11.401,49.895,35.131,2.014,12.706,4.006,6.98,11.345,22.496,0.0,0.978,9.335
ENSMUSG00000059897,Zfp930,NA,NA,3.327,14.305,6.246,10.528,10.378,5.694,10.127,13.284,11.453,7.642,4.059,2.443
ENSMUSG00000026841,Fibcd1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000036492,Rnf39,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000064360,mt-Nd3,NA,NA,109.0,294.0,265.0,641.0,917.0,167.0,189.0,363.0,98.0,131.0,108.0,29.0
ENSMUSG00000025986,Slc39a10,NA,NA,65.0,81.0,60.0,184.0,130.0,180.0,146.0,126.0,227.997,133.0,50.0,76.0
ENSMUSG00000070372,Capza1,NA,NA,887.0,1242.568,858.0,1228.0,1929.0,1053.639,1792.007,1594.625,1689.677,826.0,799.0,770.0
ENSMUSG00000022760,Thap7,NA,NA,151.0,111.0,102.0,136.0,215.001,105.999,122.999,173.0,114.0,122.0,67.0,97.0
ENSMUSG00000000976,Heatr6,NA,NA,240.0,252.0,228.0,449.0,408.0,413.0,322.0,343.0,448.0,350.0,214.0,244.0
ENSMUSG00000043102,Qrfp,NA,NA,1.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSMUSG00000048377,Foxi2,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSMUSG00000032346,Ooep,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060256,Tdpoz4,NA,NA,64.815,123.286,20.04,3.0,1.0,5.0,0.0,3.029,0.0,0.0,0.0,0.0
ENSMUSG00000104043,Gm6525,NA,NA,11.032,7.12,8.225,3.503,6.914,20.673,19.038,6.993,14.433,8.29,1.109,4.79
ENSMUSG00000027985,Lef1,NA,NA,459.0,350.0,318.0,419.0,643.0,278.0,377.0,529.0,327.0,200.0,206.0,233.0
ENSMUSG00000037570,Mcrs1,NA,NA,63.0,72.872,14.0,69.0,115.0,73.0,61.0,96.0,69.0,59.0,36.0,25.0
ENSMUSG00000046834,Krt1,NA,NA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.019,0.0,3.0,0.0
ENSMUSG00000068819,Or5w11,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000007815,Rhoa,NA,NA,2888.0,3095.986,2532.997,2300.818,3222.996,2272.997,2750.475,3419.01,3130.989,1862.715,1560.999,1215.0
ENSMUSG00000059729,Or2y1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000075215,Or5g23,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
